,link,date,rank,song,artist
4495,https://www.billboard.com/charts/hot-100/2019-11-12,2019-11-12,96,On God,Kanye West
4496,https://www.billboard.com/charts/hot-100/2019-11-12,2019-11-12,97,Come Thru,Summer Walker & Usher
4497,https://www.billboard.com/charts/hot-100/2019-11-12,2019-11-12,98,Higher Love,Kygo X Whitney Houston
4498,https://www.billboard.com/charts/hot-100/2019-11-12,2019-11-12,99,Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie"
4499,https://www.billboard.com/charts/hot-100/2019-11-12,2019-11-12,100,Big Boy Diamonds,Gucci Mane Featuring Kodak Black & London On Da Track
4500,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,1,Someone You Loved,Lewis Capaldi
4501,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,2,Circles,Post Malone
4502,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,3,Senorita,Shawn Mendes & Camila Cabello
4503,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,4,Good As Hell,Lizzo
4504,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,5,Memories,Maroon 5
4505,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,6,Truth Hurts,Lizzo
4506,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,7,No Guidance,Chris Brown Featuring Drake
4507,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,8,Lose You To Love Me,Selena Gomez
4508,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,9,Panini,Lil Nas X
4509,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,10,"10,000 Hours",Dan + Shay & Justin Bieber
4510,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,11,Even Though I'm Leaving,Luke Combs
4511,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,12,HIGHEST IN THE ROOM,Travis Scott
4512,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,13,Bad Guy,Billie Eilish
4513,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,14,Trampoline,SHAED
4514,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,15,Beautiful People,Ed Sheeran Featuring Khalid
4515,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,16,Hot,Young Thug Featuring Gunna
4516,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,17,Ran$om,Lil Tecca
4517,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,18,Only Human,Jonas Brothers
4518,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,19,Woah,Lil Baby
4519,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,20,One Man Band,Old Dominion
4520,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,21,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
4521,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,22,Bandit,Juice WRLD & YoungBoy Never Broke Again
4522,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,23,Dance Monkey,Tones And I
4523,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,24,I Don't Care,Ed Sheeran & Justin Bieber
4524,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,25,Ballin',Mustard & Roddy Ricch
4525,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,26,Lover,Taylor Swift
4526,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,27,Roxanne,Arizona Zervas
4527,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,28,On Chill,Wale Featuring Jeremih
4528,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,29,Talk,Khalid
4529,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,30,Goodbyes,Post Malone Featuring Young Thug
4530,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,31,How Do You Sleep?,Sam Smith
4531,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,32,Sucker,Jonas Brothers
4532,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,33,Playing Games,Summer Walker
4533,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,34,Baby,Lil Baby & DaBaby
4534,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,35,Money In The Grave,Drake Featuring Rick Ross
4535,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,36,Heat,Chris Brown Featuring Gunna
4536,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,37,Suge,DaBaby
4537,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,38,Follow God,Kanye West
4538,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,39,All I Want For Christmas Is You,Mariah Carey
4539,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,40,One Thing Right,Marshmello & Kane Brown
4540,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,41,Dancing With A Stranger,Sam Smith & Normani
4541,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,42,Graveyard,Halsey
4542,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,43,Time,NF
4543,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,44,223's,YNW Melly & 9lokknine
4544,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,45,Hot Girl Bummer,blackbear
4545,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,46,Don't Start Now,Dua Lipa
4546,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,47,Juicy,Doja Cat & Tyga
4547,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,48,The Bones,Maren Morris
4548,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,49,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
4549,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,50,My Type,Saweetie
4550,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,51,Camelot,NLE Choppa
4551,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,52,VIBEZ,DaBaby
4552,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,53,Remember You Young,Thomas Rhett
4553,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,54,What If I Never Get Over You,Lady Antebellum
4554,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,55,Liar,Camila Cabello
4555,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,56,Heart On Ice,Rod Wave
4556,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,57,Prayed For You,Matt Stell
4557,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,58,Every Little Thing,Russell Dickerson
4558,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,59,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign"
4559,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,60,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
4560,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,61,Good Vibes,Chris Janson
4561,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,62,Stuck In A Dream,Lil Mosey x Gunna
4562,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,63,Nice To Meet Ya,Niall Horan
4563,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,64,Baby Sitter,DaBaby Featuring Offset
4564,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,65,Kinfolks,Sam Hunt
4565,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,66,Enemies,Post Malone Featuring DaBaby
4566,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,67,BOP,DaBaby
4567,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,68,Hate Me,Ellie Goulding & Juice WRLD
4568,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,69,Make No Sense,YoungBoy Never Broke Again
4569,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,70,We Were,Keith Urban
4570,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,71,Heartache Medication,Jon Pardi
4571,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,72,Better Together,Luke Combs
4572,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,73,Lonely Child,YoungBoy Never Broke Again
4573,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,74,Everything I Wanted,Billie Eilish
4574,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,75,Tip Of My Tongue,Kenny Chesney
4575,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,76,Ridin' Roads,Dustin Lynch
4576,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,77,I Don't Know About You,Chris Lane
4577,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,78,Tusa,Karol G & Nicki Minaj
4578,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,79,Slow Dancing In The Dark,Joji
4579,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,80,All The Good Girls Go To Hell,Billie Eilish
4580,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,81,Yellow Hearts,Ant Saunders
4581,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,82,It All Comes Out In The Wash,Miranda Lambert
4582,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,83,Jerry Sprunger,Tory Lanez & T-Pain
4583,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,84,La Cancion,J Balvin & Bad Bunny
4584,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,85,Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby
4585,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,86,Self Control,YoungBoy Never Broke Again
4586,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,87,Look At Her Now.,Selena Gomez
4587,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,88,Hot Now,YoungBoy Never Broke Again
4588,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,89,homecoming queen?,Kelsea Ballerini
4589,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,90,Show Me Love,Alicia Keys Featuring Miguel
4590,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,91,Easy,DaniLeigh Featuring Chris Brown
4591,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,92,Valentino,24kGoldn
4592,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,93,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell
4593,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,94,Lalala,Y2K & bbno$
4594,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,95,Living,Dierks Bentley
4595,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,96,Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie"
4596,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,97,Come Thru,Summer Walker & Usher
4597,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,98,Start Wit Me,Roddy Ricch & Gunna
4598,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,99,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin"
4599,https://www.billboard.com/charts/hot-100/2019-11-19,2019-11-19,100,Immortal,21 Savage
4600,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,1,Circles,Post Malone
4601,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,2,Someone You Loved,Lewis Capaldi
4602,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,3,Good As Hell,Lizzo
4603,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,4,Memories,Maroon 5
4604,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,5,Lose You To Love Me,Selena Gomez
4605,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,6,Senorita,Shawn Mendes & Camila Cabello
4606,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,7,No Guidance,Chris Brown Featuring Drake
4607,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,8,Everything I Wanted,Billie Eilish
4608,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,9,"10,000 Hours",Dan + Shay & Justin Bieber
4609,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,10,Truth Hurts,Lizzo
4610,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,11,Panini,Lil Nas X
4611,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,12,Roxanne,Arizona Zervas
4612,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,13,Trampoline,SHAED
4613,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,14,HIGHEST IN THE ROOM,Travis Scott
4614,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,15,Lover,Taylor Swift
4615,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,16,Woah,Lil Baby
4616,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,17,Bad Guy,Billie Eilish
4617,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,18,BOP,DaBaby
4618,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,19,Dance Monkey,Tones And I
4619,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,20,Ballin',Mustard & Roddy Ricch
4620,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,21,Hot,Young Thug Featuring Gunna
4621,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,22,One Man Band,Old Dominion
4622,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,23,Beautiful People,Ed Sheeran Featuring Khalid
4623,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,24,Only Human,Jonas Brothers
4624,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,25,Even Though I'm Leaving,Luke Combs
4625,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,26,Ran$om,Lil Tecca
4626,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,27,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
4627,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,28,Bandit,Juice WRLD & YoungBoy Never Broke Again
4628,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,29,On Chill,Wale Featuring Jeremih
4629,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,30,I Don't Care,Ed Sheeran & Justin Bieber
4630,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,31,All I Want For Christmas Is You,Mariah Carey
4631,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,32,Talk,Khalid
4632,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,33,Goodbyes,Post Malone Featuring Young Thug
4633,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,34,Baby,Lil Baby & DaBaby
4634,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,35,How Do You Sleep?,Sam Smith
4635,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,36,Playing Games,Summer Walker
4636,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,37,Heat,Chris Brown Featuring Gunna
4637,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,38,Sucker,Jonas Brothers
4638,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,39,Graveyard,Halsey
4639,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,40,Suge,DaBaby
4640,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,41,Hot Girl Bummer,blackbear
4641,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,42,Don't Start Now,Dua Lipa
4642,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,43,Time,NF
4643,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,44,Jerry Sprunger,Tory Lanez & T-Pain
4644,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,45,One Thing Right,Marshmello & Kane Brown
4645,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,46,Money In The Grave,Drake Featuring Rick Ross
4646,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,47,What If I Never Get Over You,Lady Antebellum
4647,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,48,Dancing With A Stranger,Sam Smith & Normani
4648,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,49,Reply,A Boogie Wit da Hoodie Featuring Lil Uzi Vert
4649,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,50,The Bones,Maren Morris
4650,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,51,Juicy,Doja Cat & Tyga
4651,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,52,Follow God,Kanye West
4652,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,53,Remember You Young,Thomas Rhett
4653,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,54,Heart On Ice,Rod Wave
4654,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,55,None Of Your Concern,Jhene Aiko Featuring Big Sean
4655,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,56,223's,YNW Melly & 9lokknine
4656,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,57,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott
4657,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,58,Camelot,NLE Choppa
4658,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,59,VIBEZ,DaBaby
4659,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,60,Watermelon Sugar,Harry Styles
4660,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,61,Prayed For You,Matt Stell
4661,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,62,Kinfolks,Sam Hunt
4662,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,63,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock"
4663,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,64,Baby Sitter,DaBaby Featuring Offset
4664,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,65,We Were,Keith Urban
4665,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,66,The Take,Tory Lanez Featuring Chris Brown
4666,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,67,Heartache Medication,Jon Pardi
4667,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,68,Enemies,Post Malone Featuring DaBaby
4668,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,69,Hate Me,Ellie Goulding & Juice WRLD
4669,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,70,Ridin' Roads,Dustin Lynch
4670,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,71,Nice To Meet Ya,Niall Horan
4671,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,72,Liar,Camila Cabello
4672,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,73,Every Little Thing,Russell Dickerson
4673,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,74,Tip Of My Tongue,Kenny Chesney
4674,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,75,Falling,Trevor Daniel
4675,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,76,All The Good Girls Go To Hell,Billie Eilish
4676,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,77,Lights Up,Harry Styles
4677,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,78,Make No Sense,YoungBoy Never Broke Again
4678,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,79,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign"
4679,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,80,I Don't Know About You,Chris Lane
4680,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,81,Lonely Child,YoungBoy Never Broke Again
4681,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,82,Stuck In A Dream,Lil Mosey x Gunna
4682,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,83,homecoming queen?,Kelsea Ballerini
4683,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,84,Good Vibes,Chris Janson
4684,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,85,Slow Dancing In The Dark,Joji
4685,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,86,La Cancion,J Balvin & Bad Bunny
4686,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,87,Beauty In The Benz,Tory Lanez Featuring Snoop Dogg
4687,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,88,Easy,DaniLeigh Featuring Chris Brown
4688,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,89,Up All Night,Khalid
4689,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,90,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen
4690,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,91,Lalala,Y2K & bbno$
4691,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,92,Tusa,Karol G & Nicki Minaj
4692,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,93,We Back,Jason Aldean
4693,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,94,Self Control,YoungBoy Never Broke Again
4694,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,95,Homesick,Kane Brown
4695,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,96,Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby
4696,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,97,Death,Trippie Redd Featuring DaBaby
4697,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,98,Yellow Hearts,Ant Saunders
4698,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,99,Hell Right,Blake Shelton Featuring Trace Adkins
4699,https://www.billboard.com/charts/hot-100/2019-11-26,2019-11-26,100,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin
4700,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,1,Circles,Post Malone
4701,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,2,Someone You Loved,Lewis Capaldi
4702,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,3,Good As Hell,Lizzo
4703,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,4,Memories,Maroon 5
4704,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,5,Roxanne,Arizona Zervas
4705,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,6,Lose You To Love Me,Selena Gomez
4706,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,7,Senorita,Shawn Mendes & Camila Cabello
4707,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,8,"10,000 Hours",Dan + Shay & Justin Bieber
4708,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,9,Truth Hurts,Lizzo
4709,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,10,No Guidance,Chris Brown Featuring Drake
4710,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,11,Dance Monkey,Tones And I
4711,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,12,BOP,DaBaby
4712,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,13,Panini,Lil Nas X
4713,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,14,Bad Guy,Billie Eilish
4714,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,15,HIGHEST IN THE ROOM,Travis Scott
4715,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,16,Ballin',Mustard & Roddy Ricch
4716,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,17,Trampoline,SHAED
4717,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,18,All I Want For Christmas Is You,Mariah Carey
4718,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,19,Lover,Taylor Swift
4719,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,20,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
4720,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,21,Hot,Young Thug Featuring Gunna
4721,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,22,One Man Band,Old Dominion
4722,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,23,Woah,Lil Baby
4723,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,24,Only Human,Jonas Brothers
4724,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,25,Ran$om,Lil Tecca
4725,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,26,Everything I Wanted,Billie Eilish
4726,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,27,Beautiful People,Ed Sheeran Featuring Khalid
4727,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,28,Even Though I'm Leaving,Luke Combs
4728,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,29,Rockin' Around The Christmas Tree,Brenda Lee
4729,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,30,Bandit,Juice WRLD & YoungBoy Never Broke Again
4730,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,31,On Chill,Wale Featuring Jeremih
4731,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,32,Heartless,The Weeknd
4732,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,33,Vete,Bad Bunny
4733,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,34,Graveyard,Halsey
4734,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,35,I Don't Care,Ed Sheeran & Justin Bieber
4735,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,36,Talk,Khalid
4736,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,37,Don't Start Now,Dua Lipa
4737,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,38,Heat,Chris Brown Featuring Gunna
4738,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,39,Baby,Lil Baby & DaBaby
4739,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,40,How Do You Sleep?,Sam Smith
4740,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,41,Goodbyes,Post Malone Featuring Young Thug
4741,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,42,Falling,Trevor Daniel
4742,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,43,Playing Games,Summer Walker
4743,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,44,Suge,DaBaby
4744,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,45,Hot Girl Bummer,blackbear
4745,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,46,Last Christmas,Wham!
4746,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,47,Jingle Bell Rock,Bobby Helms
4747,https://www.billboard.com/charts/hot-100/2019-12-03,2019-12-03,48,A Holly Jolly Christmas,Burl Ives
